po_id,po_date,supplier_id,part_id,warehouse,quantity_ordered,quantity_received,unit_cost,expected_delivery_date,actual_delivery_date,order_status,quantity_shortage,delivery_delay_days,order_value
PO01017,2026-06-10,S005,P011,Coimbatore,1266,1266,42000.0,2026-06-30,2026-06-30,Delivered,0,0,53172000.0
PO01018,2026-04-04,S021,P034,Chengalpattu,1110,1110,18000.0,2026-04-28,2026-04-30,Delivered,0,2,19980000.0
PO01019,2025-03-08,S020,P037,Chennai,672,672,12000.0,2025-03-28,2025-03-29,Delivered,0,1,8064000.0
PO01020,2025-08-07,S005,P011,Chengalpattu,1030,1030,42000.0,2025-08-27,2025-08-27,Delivered,0,0,43260000.0
PO01021,2026-08-30,S017,P032,Hosur,1701,1701,4500.0,2026-09-11,2026-09-09,Delivered,0,-2,7654500.0
PO01022,2026-04-28,S008,P017,Chennai,519,519,7500.0,2026-05-15,2026-05-15,Delivered,0,0,3892500.0
PO01023,2026-03-07,S007,P013,Coimbatore,145,107,31000.0,2026-04-02,2026-04-15,Late + Partial,38,13,4495000.0
PO01024,2026-04-17,S011,P022,Coimbatore,1754,1754,4500.0,2026-04-29,2026-05-11,Late,0,12,7893000.0
PO01025,2026-06-19,S015,P029,Hosur,824,824,280.0,2026-07-07,2026-07-09,Delivered,0,2,230720.0
PO01026,2026-05-16,S026,P042,Chengalpattu,663,663,13500.0,2026-06-03,2026-06-04,Delivered,0,1,8950500.0
PO01027,2026-08-26,S025,P044,Chengalpattu,650,650,14000.0,2026-09-08,2026-09-20,Late,0,12,9100000.0
PO01028,2026-06-05,S002,P009,Hosur,918,918,7000.0,2026-06-25,2026-07-06,Late,0,11,6426000.0
PO01029,2026-06-02,S020,P035,Coimbatore,475,475,8500.0,2026-06-22,2026-06-26,Late,0,4,4037500.0
PO01030,2026-05-22,S012,P021,Chengalpattu,430,430,20000.0,2026-06-07,2026-06-09,Delivered,0,2,8600000.0
PO01031,2025-05-12,S001,P006,Hosur,582,582,8500.0,2025-05-27,2025-06-04,Late,0,8,4947000.0
PO01032,2026-05-19,S010,P020,Chennai,1390,1185,2100.0,2026-06-12,2026-06-15,Partial,205,3,2919000.0
PO01033,2026-01-11,S001,P003,Hosur,1664,1664,3200.0,2026-01-26,2026-02-07,Late,0,12,5324800.0
PO01034,2025-09-02,S023,P038,Chennai,616,616,9500.0,2025-09-20,2025-09-22,Delivered,0,2,5852000.0
PO01035,2025-08-13,S005,P012,Hosur,513,378,14000.0,2025-08-31,2025-09-03,Partial,135,3,7182000.0
PO01036,2025-06-24,S026,P041,Chennai,1074,1074,58000.0,2025-07-12,2025-07-14,Delivered,0,2,62292000.0
PO01037,2026-02-12,S020,P037,Chennai,732,732,12000.0,2026-03-04,2026-03-05,Delivered,0,1,8784000.0
PO01038,2026-01-17,S005,P012,Chengalpattu,1211,1211,14000.0,2026-02-04,2026-02-04,Delivered,0,0,16954000.0
PO01039,2025-08-23,S021,P034,Hosur,1053,1053,18000.0,2025-09-16,2025-09-14,Delivered,0,-2,18954000.0
PO01040,2025-08-03,S001,P009,Hosur,1791,1791,6500.0,2025-08-19,2025-08-18,Delivered,0,-1,11641500.0
PO01041,2025-10-13,S002,P008,Hosur,920,920,1950.0,2025-11-01,2025-11-02,Delivered,0,1,1794000.0
PO01042,2025-01-06,S014,P028,Coimbatore,1903,1578,7000.0,2025-01-21,2025-01-23,Partial,325,2,13321000.0
PO01043,2025-11-02,S026,P044,Hosur,480,480,15500.0,2025-11-21,2025-11-21,Delivered,0,0,7440000.0
PO01044,2025-01-31,S024,P039,Coimbatore,400,274,2100.0,2025-02-23,2025-02-22,Partial,126,-1,840000.0
PO01045,2025-04-29,S002,P005,Coimbatore,1636,1636,16500.0,2025-05-18,2025-05-16,Delivered,0,-2,26994000.0
PO01046,2025-07-17,S026,P043,Coimbatore,1036,1036,9500.0,2025-08-04,2025-08-05,Delivered,0,1,9842000.0
PO01047,2026-06-02,S022,P037,Chennai,327,327,13500.0,2026-06-29,2026-06-29,Delivered,0,0,4414500.0
PO01048,2026-06-01,S006,P012,Chengalpattu,1105,571,15000.0,2026-06-23,2026-06-26,Late + Partial,534,3,16575000.0
PO01049,2026-03-06,S016,P027,Chennai,744,744,4000.0,2026-03-27,2026-03-29,Delivered,0,2,2976000.0
PO01050,2026-05-31,S011,P023,Hosur,1133,1133,3500.0,2026-06-12,2026-06-10,Delivered,0,-2,3965500.0
PO01051,2026-02-03,S025,P041,Chennai,694,366,55000.0,2026-02-15,2026-02-27,Late + Partial,328,12,38170000.0
PO01052,2026-07-25,S008,P016,Coimbatore,831,831,28000.0,2026-08-12,2026-08-10,Delivered,0,-2,23268000.0
PO01053,2025-10-07,S026,P045,Chennai,321,321,11500.0,2025-10-25,2025-10-25,Delivered,0,0,3691500.0
PO01054,2026-04-09,S003,P002,Chennai,568,568,4200.0,2026-05-04,2026-05-05,Delivered,0,1,2385600.0
PO01055,2026-08-03,S020,P035,Coimbatore,1939,1939,8500.0,2026-08-23,2026-08-23,Delivered,0,0,16481500.0
PO01056,2025-06-11,S025,P044,Chengalpattu,1065,1065,14000.0,2025-06-24,2025-06-24,Delivered,0,0,14910000.0
PO01057,2026-03-17,S002,P004,Chennai,817,817,19500.0,2026-04-06,2026-04-16,Late,0,10,15931500.0
PO01058,2026-07-24,S007,P014,Chengalpattu,1732,1732,20000.0,2026-08-18,2026-08-20,Delivered,0,2,34640000.0
PO01059,2026-01-03,S001,P010,Chengalpattu,393,393,4200.0,2026-01-18,2026-01-18,Delivered,0,0,1650600.0
PO01060,2026-02-26,S009,P017,Chennai,1691,1691,8200.0,2026-03-19,2026-04-02,Late,0,14,13866200.0
PO01061,2025-12-26,S008,P018,Hosur,561,561,16000.0,2026-01-13,2026-01-21,Late,0,8,8976000.0
PO01062,2026-07-03,S007,P011,Hosur,1521,1521,48000.0,2026-07-31,2026-07-29,Delivered,0,-2,73008000.0
PO01063,2025-01-20,S023,P038,Hosur,332,332,9500.0,2025-02-07,2025-02-05,Delivered,0,-2,3154000.0
PO01064,2025-03-03,S008,P016,Chennai,604,604,28000.0,2025-03-21,2025-03-21,Delivered,0,0,16912000.0
PO01065,2025-10-23,S002,P006,Chengalpattu,742,742,9000.0,2025-11-10,2025-11-09,Delivered,0,-1,6678000.0
PO01066,2025-02-06,S009,P016,Coimbatore,1111,1111,30000.0,2025-02-27,2025-02-28,Delivered,0,1,33330000.0
PO01067,2025-04-06,S016,P025,Coimbatore,1335,1335,14500.0,2025-04-28,2025-04-26,Delivered,0,-2,19357500.0
PO01068,2026-06-14,S022,P037,Coimbatore,1826,1826,13500.0,2026-07-11,2026-07-11,Delivered,0,0,24651000.0
PO01069,2025-12-26,S008,P018,Chennai,1457,1373,16000.0,2026-01-13,2026-01-13,Partial,84,0,23312000.0
PO01070,2026-06-11,S010,P016,Chengalpattu,1814,1156,32000.0,2026-07-06,2026-07-14,Late + Partial,658,8,58048000.0
PO01071,2025-10-12,S008,P018,Chennai,1539,1539,16000.0,2025-10-30,2025-10-28,Delivered,0,-2,24624000.0
PO01072,2026-04-20,S017,P032,Coimbatore,612,544,4500.0,2026-05-02,2026-05-15,Late + Partial,68,13,2754000.0
PO01073,2026-07-20,S005,P014,Chengalpattu,924,924,18000.0,2026-08-09,2026-08-11,Delivered,0,2,16632000.0
PO01074,2025-04-12,S002,P004,Chennai,1614,1614,19500.0,2025-05-02,2025-05-07,Late,0,5,31473000.0
PO01075,2026-02-15,S017,P031,Hosur,634,552,8500.0,2026-02-25,2026-02-26,Partial,82,1,5389000.0
PO01076,2026-06-28,S011,P021,Hosur,1159,1159,18000.0,2026-07-10,2026-07-19,Late,0,9,20862000.0
PO01077,2025-03-08,S017,P030,Hosur,969,969,7500.0,2025-03-18,2025-03-27,Late,0,9,7267500.0
PO01078,2025-09-17,S019,P030,Chennai,1554,1554,8000.0,2025-10-02,2025-10-02,Delivered,0,0,12432000.0
PO01079,2025-07-27,S004,P002,Chengalpattu,1014,1014,4500.0,2025-08-18,2025-08-17,Delivered,0,-1,4563000.0
PO01080,2025-03-07,S002,P005,Chengalpattu,952,952,16500.0,2025-03-26,2025-03-25,Delivered,0,-1,15708000.0
PO01081,2025-06-25,S012,P022,Chengalpattu,400,400,5000.0,2025-07-11,2025-07-11,Delivered,0,0,2000000.0
PO01082,2025-03-07,S023,P038,Chengalpattu,573,573,9500.0,2025-03-25,2025-04-04,Late,0,10,5443500.0
PO01083,2026-02-10,S023,P038,Chengalpattu,468,468,9500.0,2026-02-28,2026-02-27,Delivered,0,-1,4446000.0
PO01084,2025-03-11,S002,P008,Chennai,651,651,1950.0,2025-03-30,2025-04-07,Late,0,8,1269450.0
PO01085,2026-04-04,S025,P041,Chengalpattu,350,236,55000.0,2026-04-16,2026-04-17,Partial,114,1,19250000.0
PO01086,2026-01-23,S004,P002,Coimbatore,214,214,4500.0,2026-02-14,2026-02-15,Delivered,0,1,963000.0
PO01087,2026-04-21,S019,P031,Hosur,363,363,9500.0,2026-05-06,2026-05-06,Delivered,0,0,3448500.0
PO01088,2025-08-29,S002,P008,Chengalpattu,1905,1297,1950.0,2025-09-17,2025-09-20,Partial,608,3,3714750.0
PO01089,2026-08-02,S002,P009,Chengalpattu,566,531,7000.0,2026-08-22,2026-08-23,Partial,35,1,3962000.0
PO01090,2025-02-06,S013,P024,Coimbatore,665,665,1100.0,2025-02-25,2025-03-08,Late,0,11,731500.0
PO01091,2025-10-07,S017,P032,Coimbatore,865,865,4500.0,2025-10-19,2025-10-29,Late,0,10,3892500.0
PO01092,2026-04-29,S025,P043,Coimbatore,741,741,8500.0,2026-05-11,2026-05-11,Delivered,0,0,6298500.0
PO01093,2026-03-11,S008,P017,Chennai,935,707,7500.0,2026-03-28,2026-04-11,Late + Partial,228,14,7012500.0
PO01094,2025-11-18,S011,P024,Hosur,1291,1291,900.0,2025-11-30,2025-12-06,Late,0,6,1161900.0
PO01095,2025-04-21,S025,P042,Chengalpattu,1196,775,12000.0,2025-05-03,2025-05-07,Late + Partial,421,4,14352000.0
PO01096,2026-04-30,S026,P043,Chennai,857,857,9500.0,2026-05-18,2026-05-18,Delivered,0,0,8141500.0
PO01097,2025-07-22,S005,P014,Hosur,1278,1278,18000.0,2025-08-11,2025-08-15,Late,0,4,23004000.0
PO01098,2025-01-10,S023,P038,Coimbatore,150,150,9500.0,2025-01-28,2025-02-09,Late,0,12,1425000.0
PO01099,2026-05-31,S011,P021,Chennai,1402,1402,18000.0,2026-06-12,2026-06-11,Delivered,0,-1,25236000.0
PO01100,2025-03-16,S003,P002,Chengalpattu,1800,1800,4200.0,2025-04-10,2025-04-12,Delivered,0,2,7560000.0
PO01101,2026-06-30,S005,P012,Coimbatore,1424,1424,14000.0,2026-07-18,2026-07-17,Delivered,0,-1,19936000.0
PO01102,2026-03-18,S026,P045,Chengalpattu,449,449,11500.0,2026-04-05,2026-04-03,Delivered,0,-2,5163500.0
PO01103,2025-07-27,S021,P034,Coimbatore,1704,1704,18000.0,2025-08-20,2025-08-18,Delivered,0,-2,30672000.0
PO01104,2025-12-25,S015,P029,Hosur,968,968,280.0,2026-01-12,2026-01-26,Late,0,14,271040.0
PO01105,2025-10-02,S024,P039,Chengalpattu,1503,1503,2100.0,2025-10-25,2025-10-23,Delivered,0,-2,3156300.0
PO01106,2025-10-18,S002,P004,Chennai,1974,1382,19500.0,2025-11-07,2025-11-10,Partial,592,3,38493000.0
PO01107,2026-02-19,S016,P027,Hosur,1108,1108,4000.0,2026-03-12,2026-03-21,Late,0,9,4432000.0
PO01108,2026-04-28,S021,P034,Chennai,416,416,18000.0,2026-05-22,2026-05-29,Late,0,7,7488000.0
PO01109,2025-03-30,S002,P005,Hosur,259,259,16500.0,2025-04-18,2025-04-19,Delivered,0,1,4273500.0
PO01110,2026-06-23,S009,P017,Hosur,1801,1801,8200.0,2026-07-14,2026-07-23,Late,0,9,14768200.0
PO01111,2026-02-01,S002,P006,Coimbatore,726,726,9000.0,2026-02-19,2026-02-20,Delivered,0,1,6534000.0
PO01112,2025-04-20,S012,P022,Chennai,1597,1597,5000.0,2025-05-06,2025-05-07,Delivered,0,1,7985000.0
PO01113,2025-10-09,S014,P028,Chennai,191,154,7000.0,2025-10-24,2025-10-24,Partial,37,0,1337000.0
PO01114,2025-01-27,S014,P026,Chengalpattu,660,660,4500.0,2025-02-10,2025-02-09,Delivered,0,-1,2970000.0
PO01115,2025-09-22,S001,P008,Coimbatore,1148,1148,1800.0,2025-10-07,2025-10-05,Delivered,0,-2,2066400.0
PO01116,2025-04-15,S024,P039,Coimbatore,1872,1872,2100.0,2025-05-08,2025-05-09,Delivered,0,1,3931200.0
PO01117,2025-08-12,S016,P025,Chennai,1024,1024,14500.0,2025-09-03,2025-09-10,Late,0,7,14848000.0
PO01118,2026-05-24,S025,P045,Chengalpattu,459,459,10000.0,2026-06-05,2026-06-19,Late,0,14,4590000.0
PO01119,2025-08-07,S005,P013,Coimbatore,1044,1044,28000.0,2025-08-27,2025-08-27,Delivered,0,0,29232000.0
PO01120,2025-01-31,S026,P045,Chengalpattu,1372,1372,11500.0,2025-02-18,2025-02-17,Delivered,0,-1,15778000.0
PO01121,2025-10-30,S026,P043,Hosur,1853,1147,9500.0,2025-11-17,2025-11-17,Partial,706,0,17603500.0
PO01122,2025-06-14,S023,P038,Hosur,583,583,9500.0,2025-07-02,2025-07-03,Delivered,0,1,5538500.0
PO01123,2025-11-02,S019,P031,Chengalpattu,115,90,9500.0,2025-11-17,2025-11-17,Partial,25,0,1092500.0
PO01124,2025-03-21,S019,P031,Coimbatore,160,160,9500.0,2025-04-05,2025-04-05,Delivered,0,0,1520000.0
PO01125,2026-06-04,S025,P044,Chennai,1563,1563,14000.0,2026-06-17,2026-06-26,Late,0,9,21882000.0
PO01126,2026-01-20,S019,P032,Chennai,764,764,5000.0,2026-02-05,2026-02-06,Delivered,0,1,3820000.0
PO01127,2026-03-09,S014,P027,Chengalpattu,1207,1207,3500.0,2026-03-23,2026-03-23,Delivered,0,0,4224500.0
PO01128,2025-12-06,S012,P022,Chengalpattu,1179,1179,5000.0,2025-12-22,2025-12-31,Late,0,9,5895000.0
PO01129,2026-08-02,S002,P006,Chennai,272,230,9000.0,2026-08-20,2026-08-31,Late + Partial,42,11,2448000.0
PO01130,2025-04-12,S024,P038,Coimbatore,1361,1361,10500.0,2025-05-05,2025-05-07,Delivered,0,2,14290500.0
PO01131,2026-08-01,S026,P042,Chennai,673,673,13500.0,2026-08-19,2026-08-24,Late,0,5,9085500.0
PO01132,2025-07-18,S024,P039,Coimbatore,1176,1176,2100.0,2025-08-10,2025-08-15,Late,0,5,2469600.0
PO01133,2026-03-18,S009,P017,Coimbatore,892,892,8200.0,2026-04-08,2026-04-07,Delivered,0,-1,7314400.0
PO01134,2025-01-14,S009,P016,Chennai,1373,1259,30000.0,2025-02-04,2025-02-05,Partial,114,1,41190000.0
PO01135,2025-01-31,S023,P039,Coimbatore,499,499,1800.0,2025-02-18,2025-02-17,Delivered,0,-1,898200.0
PO01136,2025-10-26,S023,P038,Chennai,1005,1005,9500.0,2025-11-13,2025-11-11,Delivered,0,-2,9547500.0
PO01137,2026-04-04,S008,P016,Chengalpattu,1923,1923,28000.0,2026-04-22,2026-04-22,Delivered,0,0,53844000.0
PO01138,2026-08-20,S006,P012,Chennai,960,868,15000.0,2026-09-11,2026-09-14,Partial,92,3,14400000.0
PO01139,2025-08-24,S014,P025,Chengalpattu,1343,1343,12000.0,2025-09-07,2025-09-09,Delivered,0,2,16116000.0
PO01140,2025-10-29,S024,P040,Chennai,681,681,4000.0,2025-11-21,2025-12-05,Late,0,14,2724000.0
PO01141,2026-01-09,S020,P036,Hosur,1366,1235,6000.0,2026-01-29,2026-01-30,Partial,131,1,8196000.0
PO01142,2026-03-16,S001,P005,Coimbatore,1705,1705,15000.0,2026-04-01,2026-04-03,Delivered,0,2,25575000.0
PO01143,2026-06-12,S001,P008,Hosur,1558,1558,1800.0,2026-06-27,2026-06-29,Delivered,0,2,2804400.0
PO01144,2026-04-26,S025,P045,Chengalpattu,339,207,10000.0,2026-05-08,2026-05-10,Partial,132,2,3390000.0
PO01145,2025-05-02,S012,P021,Hosur,997,997,20000.0,2025-05-18,2025-05-17,Delivered,0,-1,19940000.0
PO01146,2025-02-02,S008,P017,Hosur,552,552,7500.0,2025-02-19,2025-02-18,Delivered,0,-1,4140000.0
PO01147,2025-11-14,S023,P039,Coimbatore,1141,1141,1800.0,2025-12-02,2025-12-03,Delivered,0,1,2053800.0
PO01148,2026-03-15,S011,P023,Chengalpattu,525,525,3500.0,2026-03-27,2026-04-03,Late,0,7,1837500.0
PO01149,2025-11-29,S020,P037,Coimbatore,1317,1317,12000.0,2025-12-19,2025-12-21,Delivered,0,2,15804000.0
PO01150,2025-12-31,S001,P005,Coimbatore,1400,1400,15000.0,2026-01-16,2026-01-14,Delivered,0,-2,21000000.0
PO01151,2025-03-14,S019,P032,Coimbatore,274,209,5000.0,2025-03-30,2025-04-02,Partial,65,3,1370000.0
PO01152,2025-06-02,S023,P039,Chengalpattu,465,465,1800.0,2025-06-20,2025-06-18,Delivered,0,-2,837000.0
PO01153,2026-07-29,S011,P024,Coimbatore,1252,1252,900.0,2026-08-10,2026-08-11,Delivered,0,1,1126800.0
PO01154,2025-07-21,S001,P003,Hosur,563,563,3200.0,2025-08-05,2025-08-09,Late,0,4,1801600.0
PO01155,2025-01-15,S021,P034,Coimbatore,139,139,18000.0,2025-02-08,2025-02-14,Late,0,6,2502000.0
PO01156,2026-06-22,S019,P031,Chengalpattu,206,128,9500.0,2026-07-07,2026-07-20,Late + Partial,78,13,1957000.0
PO01157,2025-10-13,S026,P044,Coimbatore,258,258,15500.0,2025-11-01,2025-11-06,Late,0,5,3999000.0
PO01158,2026-06-07,S011,P024,Coimbatore,1105,1105,900.0,2026-06-19,2026-06-18,Delivered,0,-1,994500.0
PO01159,2025-11-11,S005,P013,Hosur,1605,1051,28000.0,2025-12-01,2025-12-04,Late + Partial,554,3,44940000.0
PO01160,2026-05-10,S008,P018,Chengalpattu,534,534,16000.0,2026-05-28,2026-05-30,Delivered,0,2,8544000.0
PO01161,2026-02-23,S021,P034,Hosur,1992,1992,18000.0,2026-03-19,2026-03-18,Delivered,0,-1,35856000.0
PO01162,2025-04-27,S013,P024,Hosur,198,198,1100.0,2025-05-16,2025-05-14,Delivered,0,-2,217800.0
PO01163,2026-07-28,S009,P018,Coimbatore,223,223,17500.0,2026-08-19,2026-08-20,Delivered,0,1,3902500.0
PO01164,2025-10-24,S002,P007,Coimbatore,496,496,3500.0,2025-11-11,2025-11-09,Delivered,0,-2,1736000.0
PO01165,2026-01-20,S005,P013,Chennai,906,844,28000.0,2026-02-09,2026-02-10,Partial,62,1,25368000.0
PO01166,2025-05-01,S005,P011,Chennai,1284,1284,42000.0,2025-05-21,2025-05-22,Delivered,0,1,53928000.0
PO01167,2026-04-09,S019,P031,Chengalpattu,1925,1305,9500.0,2026-04-24,2026-04-26,Partial,620,2,18287500.0
PO01168,2025-01-09,S023,P040,Chengalpattu,1705,1705,3500.0,2025-01-27,2025-01-26,Delivered,0,-1,5967500.0
PO01169,2025-01-04,S001,P009,Chennai,632,632,6500.0,2025-01-20,2025-01-21,Delivered,0,1,4108000.0
PO01170,2026-06-03,S020,P036,Coimbatore,915,915,6000.0,2026-06-23,2026-06-23,Delivered,0,0,5490000.0
PO01171,2026-03-09,S014,P029,Chengalpattu,1044,753,250.0,2026-03-23,2026-03-26,Partial,291,3,261000.0
PO01172,2026-07-07,S011,P022,Chengalpattu,1937,1937,4500.0,2026-07-19,2026-07-18,Delivered,0,-1,8716500.0
PO01173,2026-07-07,S007,P011,Hosur,1898,1898,48000.0,2026-08-04,2026-08-05,Delivered,0,1,91104000.0
PO01174,2025-07-07,S023,P040,Coimbatore,811,460,3500.0,2025-07-25,2025-07-28,Late + Partial,351,3,2838500.0
PO01175,2025-01-22,S025,P043,Coimbatore,792,792,8500.0,2025-02-03,2025-02-02,Delivered,0,-1,6732000.0
PO01176,2025-07-09,S025,P043,Coimbatore,1485,1485,8500.0,2025-07-21,2025-07-19,Delivered,0,-2,12622500.0
PO01177,2025-09-06,S024,P040,Hosur,1132,1132,4000.0,2025-09-29,2025-09-30,Delivered,0,1,4528000.0
PO01178,2025-10-10,S002,P005,Chengalpattu,1199,1199,16500.0,2025-10-29,2025-11-07,Late,0,9,19783500.0
PO01179,2025-04-09,S008,P017,Chengalpattu,447,447,7500.0,2025-04-26,2025-04-28,Delivered,0,2,3352500.0
PO01180,2025-07-12,S011,P023,Chengalpattu,982,608,3500.0,2025-07-24,2025-07-24,Partial,374,0,3437000.0
PO01181,2026-01-18,S021,P036,Chengalpattu,1796,1796,7000.0,2026-02-11,2026-02-10,Delivered,0,-1,12572000.0
PO01182,2026-03-27,S011,P022,Chennai,1467,1467,4500.0,2026-04-08,2026-04-10,Delivered,0,2,6601500.0
PO01183,2026-03-08,S002,P010,Hosur,1835,1835,4500.0,2026-03-27,2026-03-29,Delivered,0,2,8257500.0
PO01184,2025-06-03,S019,P031,Chengalpattu,361,255,9500.0,2025-06-18,2025-06-18,Partial,106,0,3429500.0
PO01185,2025-05-20,S011,P021,Coimbatore,1709,1709,18000.0,2025-06-01,2025-05-30,Delivered,0,-2,30762000.0
PO01186,2026-01-15,S024,P040,Chengalpattu,1526,944,4000.0,2026-02-07,2026-02-13,Late + Partial,582,6,6104000.0
PO01187,2026-06-29,S015,P025,Chengalpattu,1951,1570,13500.0,2026-07-17,2026-07-18,Partial,381,1,26338500.0
PO01188,2025-06-10,S024,P039,Hosur,1769,1587,2100.0,2025-07-03,2025-07-10,Late + Partial,182,7,3714900.0
PO01189,2026-05-13,S008,P018,Coimbatore,1435,1435,16000.0,2026-05-31,2026-06-09,Late,0,9,22960000.0
PO01190,2026-02-26,S025,P042,Coimbatore,467,317,12000.0,2026-03-10,2026-03-23,Late + Partial,150,13,5604000.0
PO01191,2026-03-22,S017,P030,Chengalpattu,172,172,7500.0,2026-04-01,2026-04-10,Late,0,9,1290000.0
PO01192,2025-06-29,S001,P010,Hosur,115,115,4200.0,2025-07-14,2025-07-14,Delivered,0,0,483000.0
PO01193,2025-02-02,S020,P035,Coimbatore,1358,1358,8500.0,2025-02-22,2025-02-24,Delivered,0,2,11543000.0
PO01194,2026-04-08,S015,P026,Hosur,1643,1643,5000.0,2026-04-26,2026-04-28,Delivered,0,2,8215000.0
PO01195,2025-03-28,S024,P039,Coimbatore,1224,1224,2100.0,2025-04-20,2025-04-26,Late,0,6,2570400.0
PO01196,2025-01-27,S011,P023,Chengalpattu,789,789,3500.0,2025-02-08,2025-02-08,Delivered,0,0,2761500.0
PO01197,2026-01-05,S002,P008,Chennai,1350,1197,1950.0,2026-01-24,2026-02-04,Late + Partial,153,11,2632500.0
PO01198,2025-12-30,S025,P043,Coimbatore,1746,1746,8500.0,2026-01-11,2026-01-10,Delivered,0,-1,14841000.0
PO01199,2026-04-07,S017,P031,Chennai,459,459,8500.0,2026-04-17,2026-04-30,Late,0,13,3901500.0
PO01200,2026-05-05,S024,P039,Coimbatore,1887,1887,2100.0,2026-05-28,2026-05-27,Delivered,0,-1,3962700.0
PO01201,2026-04-23,S026,P041,Coimbatore,1377,1377,58000.0,2026-05-11,2026-05-09,Delivered,0,-2,79866000.0
PO01202,2025-06-13,S015,P029,Chennai,1345,1345,280.0,2025-07-01,2025-07-01,Delivered,0,0,376600.0
PO01203,2026-08-18,S002,P008,Coimbatore,1213,1213,1950.0,2026-09-06,2026-09-10,Late,0,4,2365350.0
PO01204,2026-04-21,S017,P031,Hosur,315,294,8500.0,2026-05-01,2026-05-03,Partial,21,2,2677500.0
PO01205,2025-08-15,S020,P034,Hosur,345,345,16000.0,2025-09-04,2025-09-02,Delivered,0,-2,5520000.0
PO01206,2026-01-21,S014,P026,Hosur,613,613,4500.0,2026-02-04,2026-02-02,Delivered,0,-2,2758500.0
PO01207,2026-01-01,S002,P005,Coimbatore,899,899,16500.0,2026-01-20,2026-01-18,Delivered,0,-2,14833500.0
PO01208,2025-07-10,S002,P007,Hosur,209,209,3500.0,2025-07-28,2025-07-28,Delivered,0,0,731500.0
PO01209,2025-02-21,S018,P030,Chengalpattu,1375,1375,9000.0,2025-03-10,2025-03-12,Delivered,0,2,12375000.0
PO01210,2025-06-29,S009,P016,Chennai,1366,1366,30000.0,2025-07-20,2025-07-21,Delivered,0,1,40980000.0
PO01211,2025-12-27,S011,P021,Chennai,250,250,18000.0,2026-01-08,2026-01-08,Delivered,0,0,4500000.0
PO01212,2025-03-13,S001,P010,Chennai,1987,1987,4200.0,2025-03-28,2025-03-28,Delivered,0,0,8345400.0
PO01213,2026-03-01,S002,P005,Chennai,1833,1833,16500.0,2026-03-20,2026-03-22,Delivered,0,2,30244500.0
PO01214,2026-02-14,S018,P030,Chengalpattu,553,553,9000.0,2026-03-03,2026-03-12,Late,0,9,4977000.0
PO01215,2026-02-13,S013,P024,Coimbatore,260,260,1100.0,2026-03-04,2026-03-04,Delivered,0,0,286000.0
PO01216,2026-07-02,S013,P021,Chennai,1197,1197,22000.0,2026-07-22,2026-07-23,Delivered,0,1,26334000.0
PO01217,2026-05-05,S008,P019,Coimbatore,1170,1170,3200.0,2026-05-22,2026-06-04,Late,0,13,3744000.0
PO01218,2025-06-28,S008,P017,Chengalpattu,968,812,7500.0,2025-07-15,2025-07-18,Partial,156,3,7260000.0
PO01219,2025-04-09,S007,P013,Chennai,957,957,31000.0,2025-05-05,2025-05-04,Delivered,0,-1,29667000.0
PO01220,2025-01-25,S015,P026,Chennai,780,780,5000.0,2025-02-12,2025-02-14,Delivered,0,2,3900000.0
PO01221,2025-01-21,S005,P012,Hosur,348,348,14000.0,2025-02-08,2025-02-09,Delivered,0,1,4872000.0
PO01222,2025-06-23,S021,P035,Hosur,546,546,9500.0,2025-07-17,2025-07-16,Delivered,0,-1,5187000.0
PO01223,2026-03-02,S025,P044,Coimbatore,515,515,14000.0,2026-03-15,2026-03-13,Delivered,0,-2,7210000.0
PO01224,2025-10-25,S002,P001,Coimbatore,1943,1943,88000.0,2025-11-12,2025-11-15,Late,0,3,170984000.0
PO01225,2025-12-18,S017,P031,Chennai,1635,1635,8500.0,2025-12-28,2025-12-27,Delivered,0,-1,13897500.0
PO01226,2025-12-25,S019,P032,Coimbatore,341,341,5000.0,2026-01-10,2026-01-09,Delivered,0,-1,1705000.0
PO01227,2026-03-05,S006,P011,Chennai,551,551,45000.0,2026-03-29,2026-04-01,Late,0,3,24795000.0
PO01228,2025-07-19,S003,P002,Hosur,1470,1470,4200.0,2025-08-13,2025-08-12,Delivered,0,-1,6174000.0
PO01229,2025-07-02,S008,P017,Chennai,632,632,7500.0,2025-07-19,2025-07-20,Delivered,0,1,4740000.0
PO01230,2026-02-22,S015,P025,Hosur,1643,1308,13500.0,2026-03-12,2026-03-14,Partial,335,2,22180500.0
PO01231,2025-12-26,S024,P040,Chennai,747,747,4000.0,2026-01-18,2026-01-17,Delivered,0,-1,2988000.0
PO01232,2025-03-17,S005,P012,Hosur,352,352,14000.0,2025-04-04,2025-04-12,Late,0,8,4928000.0
PO01233,2026-05-23,S025,P042,Hosur,527,390,12000.0,2026-06-04,2026-06-07,Late + Partial,137,3,6324000.0
PO01234,2025-03-09,S008,P017,Hosur,178,178,7500.0,2025-03-26,2025-03-28,Delivered,0,2,1335000.0
PO01235,2025-05-27,S007,P013,Hosur,1930,1743,31000.0,2025-06-22,2025-06-21,Partial,187,-1,59830000.0
PO01236,2025-10-28,S002,P003,Chennai,556,460,3400.0,2025-11-15,2025-11-15,Partial,96,0,1890400.0
