transaction_id,transaction_date,part_id,warehouse,transaction_type,quantity,reference_id
TXN002638,2025-05-16,P029,Coimbatore,RECEIPT,484,PO01813
TXN002639,2025-02-15,P002,Hosur,ISSUE,236,MO01072
TXN002640,2026-03-04,P017,Chengalpattu,RECEIPT,71,PO00520
TXN002641,2025-02-14,P005,Hosur,ISSUE,293,MO02986
TXN002642,2026-01-15,P025,Chennai,RECEIPT,743,PO01502
TXN002643,2026-02-23,P009,Chengalpattu,ISSUE,698,MO01977
TXN002644,2025-10-13,P035,Hosur,RECEIPT,756,PO01892
TXN002645,2026-05-05,P034,Hosur,ISSUE,498,MO01918
TXN002646,2025-02-01,P025,Chennai,RECEIPT,610,PO00043
TXN002647,2026-07-13,P045,Coimbatore,TRANSFER,270,TR00944
TXN002648,2025-01-19,P041,Chennai,TRANSFER,347,TR00905
TXN002649,2025-07-04,P035,Chennai,ISSUE,728,MO01052
TXN002650,2025-12-11,P013,Chengalpattu,RECEIPT,419,PO01220
TXN002651,2026-04-17,P015,Coimbatore,RECEIPT,208,PO00724
TXN002652,2026-05-27,P022,Coimbatore,ISSUE,854,MO01750
TXN002653,2025-11-08,P045,Chengalpattu,ISSUE,174,MO02479
TXN002654,2025-09-15,P039,Coimbatore,RECEIPT,896,PO00244
TXN002655,2025-10-14,P020,Chennai,ISSUE,169,MO01071
TXN002656,2026-05-28,P004,Chennai,ISSUE,712,MO02192
TXN002657,2026-07-07,P040,Chengalpattu,RECEIPT,844,PO00659
TXN002658,2025-06-16,P004,Hosur,ADJUSTMENT,-27,ADJ00751
TXN002659,2025-04-21,P015,Coimbatore,ISSUE,692,MO02868
TXN002660,2026-01-16,P034,Hosur,RECEIPT,730,PO01006
TXN002661,2025-09-02,P016,Hosur,RECEIPT,718,PO00770
TXN002662,2026-08-06,P001,Chennai,ISSUE,688,MO01226
TXN002663,2025-01-23,P037,Hosur,ISSUE,967,MO02288
TXN002664,2025-03-22,P014,Coimbatore,ISSUE,596,MO02247
TXN002665,2025-03-25,P010,Chengalpattu,ISSUE,300,MO02344
TXN002666,2025-02-28,P010,Hosur,ISSUE,909,MO02919
TXN002667,2025-12-08,P028,Chennai,ISSUE,610,MO02110
TXN002668,2025-09-13,P019,Chennai,TRANSFER,828,TR00828
TXN002669,2025-10-31,P043,Hosur,RECEIPT,615,PO00245
TXN002670,2026-02-16,P043,Chengalpattu,ADJUSTMENT,-97,ADJ00474
TXN002671,2025-01-17,P039,Hosur,RECEIPT,711,PO00830
TXN002672,2026-01-01,P013,Hosur,ISSUE,162,MO01763
TXN002673,2026-03-07,P008,Chengalpattu,RECEIPT,999,PO00859
TXN002674,2026-07-22,P012,Hosur,TRANSFER,590,TR00270
TXN002675,2025-03-23,P039,Chennai,RECEIPT,846,PO00762
TXN002676,2025-03-15,P026,Hosur,ISSUE,10,MO02264
TXN002677,2026-07-06,P037,Chennai,ISSUE,193,MO01663
TXN002678,2025-05-24,P008,Chengalpattu,ISSUE,389,MO01431
TXN002679,2026-07-18,P004,Hosur,ISSUE,529,MO01701
TXN002680,2025-11-08,P011,Hosur,ISSUE,733,MO01128
TXN002681,2025-12-25,P035,Hosur,TRANSFER,368,TR00169
TXN002682,2025-02-11,P037,Chennai,RECEIPT,202,PO00970
TXN002683,2026-03-13,P029,Chengalpattu,RECEIPT,893,PO01774
TXN002684,2026-03-06,P040,Chennai,RECEIPT,872,PO00213
TXN002685,2026-01-15,P001,Chennai,ISSUE,967,MO01105
TXN002686,2025-06-03,P031,Chennai,ISSUE,642,MO00571
TXN002687,2025-07-23,P045,Chennai,ISSUE,611,MO02736
TXN002688,2025-09-29,P028,Coimbatore,RECEIPT,532,PO01869
TXN002689,2025-03-05,P006,Hosur,ISSUE,413,MO00459
TXN002690,2026-05-21,P033,Chennai,ISSUE,686,MO01097
TXN002691,2025-06-06,P024,Coimbatore,ISSUE,831,MO01353
TXN002692,2025-07-22,P030,Chengalpattu,TRANSFER,641,TR00757
TXN002693,2025-07-01,P042,Chennai,ISSUE,615,MO01797
TXN002694,2025-03-11,P039,Hosur,ISSUE,160,MO02543
TXN002695,2025-08-31,P027,Hosur,RECEIPT,620,PO01360
TXN002696,2026-05-21,P012,Coimbatore,ISSUE,281,MO02723
TXN002697,2026-08-31,P044,Chennai,ISSUE,483,MO01247
TXN002698,2026-05-31,P043,Chennai,RECEIPT,530,PO00307
TXN002699,2026-08-15,P004,Chengalpattu,RECEIPT,154,PO00870
TXN002700,2025-10-28,P008,Chengalpattu,RECEIPT,553,PO01574
TXN002701,2026-02-09,P020,Coimbatore,RECEIPT,399,PO00515
TXN002702,2026-02-02,P042,Hosur,ISSUE,265,MO01775
TXN002703,2026-06-11,P040,Hosur,ISSUE,436,MO00840
TXN002704,2025-08-29,P019,Chengalpattu,ISSUE,627,MO01733
TXN002705,2025-05-15,P003,Hosur,TRANSFER,818,TR00754
TXN002706,2026-07-16,P001,Coimbatore,RECEIPT,189,PO01321
TXN002707,2025-09-18,P034,Chennai,RECEIPT,704,PO00925
TXN002708,2025-02-05,P006,Chennai,ISSUE,79,MO01299
TXN002709,2026-06-13,P013,Hosur,TRANSFER,204,TR00985
TXN002710,2026-05-26,P022,Chennai,ISSUE,210,MO00499
TXN002711,2026-07-22,P003,Chennai,ISSUE,80,MO01330
TXN002712,2025-05-15,P007,Hosur,ISSUE,844,MO02570
TXN002713,2025-02-13,P010,Chennai,RECEIPT,483,PO00966
TXN002714,2025-01-18,P008,Chengalpattu,RECEIPT,605,PO00948
TXN002715,2025-06-21,P043,Chengalpattu,RECEIPT,563,PO00531
TXN002716,2025-05-21,P025,Chengalpattu,RECEIPT,446,PO01530
TXN002717,2025-09-03,P032,Chennai,RECEIPT,856,PO00944
TXN002718,2025-11-26,P012,Chennai,RECEIPT,512,PO00850
TXN002719,2025-03-20,P032,Coimbatore,RECEIPT,169,PO00810
TXN002720,2026-05-01,P011,Chengalpattu,ISSUE,772,MO02345
TXN002721,2025-12-23,P042,Coimbatore,ISSUE,957,MO02487
TXN002722,2025-10-08,P043,Chennai,ISSUE,511,MO01490
TXN002723,2026-06-06,P006,Chengalpattu,ISSUE,199,MO01788
TXN002724,2026-06-12,P043,Chengalpattu,RECEIPT,514,PO00670
TXN002725,2025-11-29,P015,Hosur,RECEIPT,660,PO00177
TXN002726,2025-04-07,P034,Coimbatore,TRANSFER,230,TR00227
TXN002727,2025-02-24,P004,Chengalpattu,TRANSFER,195,TR00520
TXN002728,2025-04-03,P020,Coimbatore,ISSUE,519,MO01282
TXN002729,2025-04-16,P035,Hosur,RECEIPT,548,PO00416
TXN002730,2026-06-05,P016,Hosur,RECEIPT,459,PO00599
TXN002731,2025-01-11,P018,Coimbatore,RECEIPT,818,PO01531
TXN002732,2025-11-27,P036,Hosur,RECEIPT,543,PO00348
TXN002733,2025-07-31,P021,Chengalpattu,ISSUE,92,MO00331
TXN002734,2026-07-08,P001,Chengalpattu,TRANSFER,878,TR00930
TXN002735,2025-08-31,P018,Hosur,RECEIPT,389,PO01300
TXN002736,2026-04-23,P044,Coimbatore,TRANSFER,480,TR00288
TXN002737,2026-06-24,P044,Hosur,ISSUE,330,MO00470
TXN002738,2026-04-12,P040,Chennai,TRANSFER,977,TR00984
TXN002739,2025-11-04,P023,Chengalpattu,RECEIPT,932,PO00924
TXN002740,2026-07-27,P016,Hosur,RECEIPT,250,PO01119
TXN002741,2025-07-05,P044,Chengalpattu,RECEIPT,409,PO01093
TXN002742,2025-01-08,P011,Chennai,RECEIPT,265,PO00783
TXN002743,2026-01-06,P002,Chennai,TRANSFER,783,TR00677
TXN002744,2025-07-30,P031,Coimbatore,ISSUE,313,MO01628
TXN002745,2025-07-10,P044,Hosur,ISSUE,671,MO00843
TXN002746,2026-08-02,P040,Hosur,ISSUE,62,MO00387
TXN002747,2025-12-15,P008,Chennai,RECEIPT,854,PO00178
TXN002748,2025-09-04,P036,Coimbatore,TRANSFER,254,TR00500
TXN002749,2025-01-13,P040,Chengalpattu,TRANSFER,559,TR00151
TXN002750,2026-01-07,P014,Coimbatore,RECEIPT,113,PO00252
TXN002751,2025-07-12,P020,Chennai,RECEIPT,591,PO01081
TXN002752,2026-07-29,P036,Hosur,ISSUE,577,MO02771
TXN002753,2025-11-29,P025,Hosur,ISSUE,220,MO01422
TXN002754,2026-04-13,P009,Hosur,RECEIPT,748,PO01190
TXN002755,2025-07-08,P016,Hosur,ISSUE,120,MO00105
TXN002756,2025-11-17,P014,Coimbatore,ISSUE,886,MO02383
TXN002757,2026-04-22,P028,Chengalpattu,ISSUE,352,MO01569
TXN002758,2026-01-17,P010,Hosur,RECEIPT,676,PO01505
TXN002759,2025-05-25,P010,Chengalpattu,RECEIPT,351,PO00583
TXN002760,2025-09-28,P027,Chengalpattu,TRANSFER,357,TR00527
TXN002761,2025-05-29,P030,Hosur,RECEIPT,503,PO00870
TXN002762,2025-10-04,P041,Coimbatore,ISSUE,452,MO02131
TXN002763,2026-06-11,P030,Hosur,ISSUE,404,MO00290
TXN002764,2026-02-23,P030,Coimbatore,RECEIPT,909,PO01231
TXN002765,2025-02-05,P014,Chengalpattu,ISSUE,373,MO01512
TXN002766,2025-01-23,P039,Hosur,RECEIPT,104,PO00241
TXN002767,2025-09-10,P034,Coimbatore,ISSUE,142,MO00814
TXN002768,2026-05-15,P003,Coimbatore,ISSUE,622,MO00008
TXN002769,2025-03-09,P005,Hosur,RECEIPT,718,PO00912
TXN002770,2025-01-31,P012,Hosur,ISSUE,518,MO00483
TXN002771,2026-01-22,P020,Chennai,ISSUE,412,MO01866
TXN002772,2025-10-16,P037,Chennai,ISSUE,996,MO00963
TXN002773,2025-01-13,P029,Chengalpattu,ISSUE,664,MO00825
TXN002774,2025-12-22,P007,Chennai,ISSUE,149,MO01740
TXN002775,2025-01-21,P011,Chennai,ISSUE,875,MO02430
TXN002776,2026-08-13,P018,Chennai,ISSUE,390,MO02616
TXN002777,2025-01-06,P004,Hosur,ISSUE,191,MO00148
TXN002778,2025-03-31,P007,Hosur,RECEIPT,824,PO01888
TXN002779,2025-05-31,P040,Coimbatore,ISSUE,988,MO00625
TXN002780,2025-02-24,P025,Chengalpattu,RECEIPT,480,PO00305
TXN002781,2025-01-22,P019,Chennai,RECEIPT,287,PO00391
TXN002782,2025-10-26,P017,Chennai,RECEIPT,172,PO00047
TXN002783,2025-07-26,P041,Coimbatore,TRANSFER,453,TR00395
TXN002784,2025-06-25,P007,Chennai,RECEIPT,855,PO00783
TXN002785,2025-07-21,P015,Chengalpattu,RECEIPT,168,PO01638
TXN002786,2025-02-20,P008,Hosur,RECEIPT,112,PO01487
TXN002787,2025-12-10,P035,Hosur,TRANSFER,183,TR00503
TXN002788,2025-10-25,P042,Hosur,ISSUE,244,MO01533
TXN002789,2025-07-20,P027,Coimbatore,ADJUSTMENT,-23,ADJ00915
TXN002790,2025-09-03,P013,Chennai,ISSUE,858,MO02200
TXN002791,2026-07-24,P026,Coimbatore,RECEIPT,86,PO01079
TXN002792,2025-10-31,P005,Hosur,ISSUE,132,MO00904
TXN002793,2025-07-22,P042,Chengalpattu,RECEIPT,261,PO00690
TXN002794,2026-02-16,P022,Coimbatore,ISSUE,973,MO00286
TXN002795,2026-08-04,P003,Hosur,ADJUSTMENT,97,ADJ00603
TXN002796,2026-02-16,P034,Chennai,RECEIPT,528,PO00310
TXN002797,2026-03-13,P014,Chengalpattu,ISSUE,704,MO00663
TXN002798,2025-06-25,P025,Coimbatore,RECEIPT,149,PO01202
TXN002799,2025-07-08,P008,Hosur,ISSUE,306,MO01402
TXN002800,2025-02-24,P033,Coimbatore,TRANSFER,766,TR00442
TXN002801,2026-08-26,P003,Coimbatore,RECEIPT,177,PO00449
TXN002802,2025-11-03,P021,Coimbatore,ISSUE,751,MO00869
TXN002803,2026-08-17,P010,Chengalpattu,TRANSFER,640,TR00483
TXN002804,2026-06-24,P021,Coimbatore,ISSUE,512,MO02259
TXN002805,2025-02-07,P020,Coimbatore,RECEIPT,43,PO00629
TXN002806,2026-03-30,P009,Coimbatore,ISSUE,678,MO00305
TXN002807,2025-10-22,P010,Coimbatore,ADJUSTMENT,26,ADJ00158
TXN002808,2026-05-22,P014,Chennai,ISSUE,761,MO02952
TXN002809,2025-10-02,P043,Hosur,RECEIPT,492,PO00827
TXN002810,2025-11-07,P011,Hosur,ISSUE,44,MO01179
TXN002811,2026-03-08,P006,Hosur,ISSUE,542,MO00039
TXN002812,2026-03-31,P038,Hosur,ISSUE,368,MO00759
TXN002813,2026-01-10,P043,Coimbatore,RECEIPT,291,PO00207
TXN002814,2025-08-30,P041,Coimbatore,ISSUE,622,MO02867
TXN002815,2025-12-26,P009,Chengalpattu,TRANSFER,288,TR00154
TXN002816,2025-02-19,P030,Coimbatore,ISSUE,207,MO02612
TXN002817,2025-08-01,P043,Coimbatore,ISSUE,66,MO01909
TXN002818,2025-05-17,P009,Coimbatore,RECEIPT,881,PO01671
TXN002819,2025-05-12,P043,Hosur,RECEIPT,334,PO00032
TXN002820,2025-08-31,P008,Hosur,ISSUE,192,MO01166
TXN002821,2025-07-10,P003,Chennai,ADJUSTMENT,48,ADJ00599
TXN002822,2025-01-16,P019,Chengalpattu,ISSUE,808,MO01130
TXN002823,2025-02-04,P005,Chengalpattu,TRANSFER,113,TR00308
TXN002824,2025-03-22,P020,Coimbatore,ISSUE,616,MO02882
TXN002825,2025-12-27,P005,Hosur,RECEIPT,233,PO01634
TXN002826,2026-06-13,P031,Coimbatore,ISSUE,78,MO02766
TXN002827,2025-04-22,P025,Hosur,TRANSFER,413,TR00900
TXN002828,2025-01-18,P035,Chennai,RECEIPT,351,PO01979
TXN002829,2025-12-26,P015,Chengalpattu,ISSUE,332,MO01942
TXN002830,2025-10-10,P002,Chengalpattu,TRANSFER,195,TR00780
TXN002831,2025-11-06,P007,Chennai,RECEIPT,677,PO00705
TXN002832,2026-08-14,P024,Chennai,ADJUSTMENT,-10,ADJ00456
TXN002833,2026-04-20,P027,Chengalpattu,RECEIPT,927,PO00103
TXN002834,2025-09-04,P011,Chengalpattu,ISSUE,234,MO01618
TXN002835,2026-01-22,P021,Coimbatore,RECEIPT,847,PO01635
TXN002836,2026-03-25,P011,Hosur,ISSUE,117,MO00241
TXN002837,2025-10-25,P018,Chengalpattu,TRANSFER,805,TR00154
TXN002838,2025-02-15,P005,Chengalpattu,RECEIPT,675,PO01309
TXN002839,2025-09-30,P011,Chengalpattu,TRANSFER,394,TR00786
TXN002840,2025-08-04,P002,Hosur,RECEIPT,317,PO01252
TXN002841,2026-05-26,P013,Hosur,ADJUSTMENT,46,ADJ00821
TXN002842,2025-05-30,P015,Hosur,ISSUE,23,MO02804
TXN002843,2025-05-28,P027,Coimbatore,ISSUE,381,MO00552
TXN002844,2026-06-14,P029,Coimbatore,ISSUE,169,MO00710
TXN002845,2025-09-18,P023,Chengalpattu,TRANSFER,231,TR00254
TXN002846,2025-01-10,P041,Coimbatore,TRANSFER,446,TR00922
TXN002847,2026-03-01,P018,Hosur,RECEIPT,193,PO00401
TXN002848,2025-11-25,P038,Chengalpattu,ISSUE,363,MO02307
TXN002849,2026-07-25,P013,Chennai,RECEIPT,308,PO00262
TXN002850,2026-03-28,P044,Chennai,ISSUE,251,MO02372
TXN002851,2026-08-19,P001,Chennai,ISSUE,297,MO00727
TXN002852,2025-09-03,P028,Chennai,TRANSFER,448,TR00847
TXN002853,2025-02-06,P006,Hosur,RECEIPT,576,PO00731
TXN002854,2025-02-08,P033,Coimbatore,RECEIPT,579,PO00209
TXN002855,2025-12-31,P012,Chengalpattu,TRANSFER,199,TR00601
TXN002856,2026-03-10,P032,Coimbatore,ISSUE,797,MO00842
TXN002857,2025-09-01,P038,Coimbatore,RECEIPT,232,PO00910
TXN002858,2025-09-27,P005,Chengalpattu,ISSUE,940,MO02786
TXN002859,2025-06-16,P026,Coimbatore,RECEIPT,284,PO01728
TXN002860,2025-09-07,P004,Chengalpattu,RECEIPT,95,PO00017
TXN002861,2026-06-06,P033,Coimbatore,RECEIPT,80,PO00646
TXN002862,2025-08-08,P033,Coimbatore,RECEIPT,253,PO01193
TXN002863,2026-01-07,P033,Chengalpattu,ISSUE,760,MO02925
TXN002864,2025-01-13,P035,Coimbatore,ISSUE,508,MO00465
TXN002865,2025-04-27,P014,Chengalpattu,ISSUE,331,MO02104
TXN002866,2025-11-04,P041,Chengalpattu,ISSUE,475,MO00222
TXN002867,2025-06-06,P037,Chengalpattu,ISSUE,151,MO01721
TXN002868,2025-05-18,P020,Chennai,ISSUE,233,MO02380
TXN002869,2026-02-06,P029,Chennai,ISSUE,590,MO00278
TXN002870,2025-12-29,P040,Chennai,RECEIPT,372,PO01916
TXN002871,2025-02-01,P018,Chengalpattu,TRANSFER,186,TR00174
TXN002872,2025-10-06,P042,Chennai,ISSUE,683,MO01719
TXN002873,2025-04-20,P031,Hosur,TRANSFER,380,TR00835
TXN002874,2026-02-25,P023,Coimbatore,RECEIPT,113,PO01018
TXN002875,2026-05-11,P041,Coimbatore,RECEIPT,31,PO00162
TXN002876,2026-03-22,P030,Chennai,ISSUE,744,MO00427
TXN002877,2026-06-16,P030,Chengalpattu,ISSUE,582,MO01965
TXN002878,2026-05-05,P045,Chennai,ISSUE,772,MO01644
TXN002879,2025-08-04,P043,Coimbatore,ISSUE,55,MO01305
TXN002880,2026-05-10,P029,Coimbatore,TRANSFER,12,TR00641
TXN002881,2025-05-13,P043,Hosur,ISSUE,339,MO01220
TXN002882,2025-07-02,P006,Hosur,ADJUSTMENT,-92,ADJ00557
TXN002883,2026-01-28,P045,Hosur,ISSUE,527,MO00037
TXN002884,2025-03-13,P039,Coimbatore,TRANSFER,352,TR00623
TXN002885,2025-08-09,P008,Chennai,RECEIPT,826,PO00863
TXN002886,2025-02-11,P034,Hosur,TRANSFER,771,TR00897
TXN002887,2025-03-26,P024,Coimbatore,RECEIPT,686,PO01082
TXN002888,2025-07-30,P018,Coimbatore,ISSUE,39,MO01276
TXN002889,2026-02-17,P026,Coimbatore,RECEIPT,946,PO01470
TXN002890,2025-06-05,P026,Hosur,TRANSFER,954,TR00542
TXN002891,2025-03-10,P010,Coimbatore,ISSUE,163,MO01266
TXN002892,2025-03-04,P004,Coimbatore,ISSUE,509,MO02340
TXN002893,2025-12-31,P042,Chengalpattu,ISSUE,150,MO01295
TXN002894,2026-05-31,P014,Chennai,TRANSFER,587,TR00914
TXN002895,2025-11-22,P039,Chennai,ISSUE,695,MO02997
TXN002896,2025-04-17,P026,Coimbatore,TRANSFER,379,TR00162
TXN002897,2025-03-14,P028,Chennai,TRANSFER,197,TR00243
TXN002898,2025-05-29,P038,Coimbatore,RECEIPT,867,PO00390
TXN002899,2025-08-05,P002,Chengalpattu,TRANSFER,928,TR00867
TXN002900,2025-04-28,P026,Chengalpattu,TRANSFER,926,TR00959
TXN002901,2025-02-09,P038,Chengalpattu,RECEIPT,161,PO00703
TXN002902,2026-03-18,P009,Chengalpattu,ISSUE,935,MO01582
TXN002903,2025-10-15,P039,Hosur,ISSUE,865,MO01700
TXN002904,2025-05-16,P038,Chengalpattu,ISSUE,464,MO00759
TXN002905,2026-01-16,P045,Coimbatore,ISSUE,509,MO01529
TXN002906,2025-02-01,P032,Chengalpattu,ISSUE,904,MO02166
TXN002907,2025-03-15,P004,Chengalpattu,TRANSFER,623,TR00103
TXN002908,2025-04-24,P029,Hosur,ISSUE,379,MO01337
TXN002909,2025-03-20,P020,Coimbatore,ISSUE,464,MO01922
TXN002910,2025-10-12,P017,Chengalpattu,ISSUE,223,MO02641
TXN002911,2025-08-24,P006,Coimbatore,ISSUE,671,MO00828
TXN002912,2026-01-15,P017,Hosur,ISSUE,794,MO00614
TXN002913,2026-05-24,P037,Chengalpattu,TRANSFER,782,TR00945
TXN002914,2025-07-04,P019,Chennai,ISSUE,145,MO02032
TXN002915,2025-07-06,P004,Hosur,RECEIPT,337,PO01283
TXN002916,2026-02-22,P022,Chengalpattu,RECEIPT,986,PO01375
TXN002917,2025-12-24,P022,Hosur,RECEIPT,378,PO00172
TXN002918,2025-08-24,P023,Chennai,RECEIPT,410,PO01849
TXN002919,2026-06-16,P037,Chengalpattu,RECEIPT,649,PO00983
TXN002920,2025-05-28,P023,Chennai,ISSUE,471,MO02539
TXN002921,2025-04-23,P002,Hosur,ISSUE,455,MO01686
TXN002922,2026-05-23,P009,Coimbatore,ISSUE,644,MO00466
TXN002923,2025-10-17,P043,Coimbatore,RECEIPT,868,PO01763
TXN002924,2025-04-07,P015,Chengalpattu,ISSUE,377,MO00567
TXN002925,2026-05-21,P021,Hosur,ISSUE,189,MO02644
TXN002926,2025-10-14,P024,Chengalpattu,ISSUE,475,MO00618
TXN002927,2026-05-02,P033,Hosur,RECEIPT,980,PO01983
TXN002928,2025-01-21,P030,Chennai,ISSUE,275,MO00260
TXN002929,2026-06-21,P026,Hosur,TRANSFER,952,TR00845
TXN002930,2025-09-14,P027,Coimbatore,RECEIPT,168,PO01873
TXN002931,2025-10-31,P030,Hosur,TRANSFER,487,TR00416
TXN002932,2026-01-23,P025,Chengalpattu,RECEIPT,757,PO01985
TXN002933,2025-11-06,P010,Coimbatore,TRANSFER,127,TR00175
TXN002934,2025-12-31,P035,Hosur,ISSUE,279,MO00758
TXN002935,2025-11-24,P010,Chennai,TRANSFER,871,TR00665
TXN002936,2025-06-04,P016,Coimbatore,RECEIPT,911,PO00508
TXN002937,2025-10-25,P016,Coimbatore,RECEIPT,494,PO00546
TXN002938,2026-06-01,P015,Coimbatore,ADJUSTMENT,75,ADJ00885
TXN002939,2025-11-14,P040,Hosur,ISSUE,525,MO00905
TXN002940,2025-08-17,P016,Chengalpattu,ISSUE,664,MO02849
TXN002941,2025-10-13,P038,Chengalpattu,ISSUE,876,MO02377
TXN002942,2025-01-14,P018,Chennai,RECEIPT,275,PO00071
TXN002943,2026-06-07,P002,Coimbatore,ISSUE,106,MO00770
TXN002944,2025-12-16,P037,Chennai,ISSUE,424,MO02519
TXN002945,2026-07-29,P024,Chengalpattu,TRANSFER,541,TR00787
TXN002946,2026-01-07,P033,Chennai,ISSUE,70,MO00379
TXN002947,2025-09-21,P038,Coimbatore,ISSUE,695,MO00834
TXN002948,2025-04-10,P026,Chengalpattu,RECEIPT,829,PO01136
TXN002949,2025-04-22,P001,Hosur,ISSUE,87,MO00183
TXN002950,2025-03-31,P008,Chennai,RECEIPT,455,PO00238
TXN002951,2025-02-27,P010,Hosur,RECEIPT,542,PO01938
TXN002952,2026-06-03,P044,Hosur,ADJUSTMENT,-36,ADJ00046
TXN002953,2025-03-15,P010,Chennai,RECEIPT,416,PO01681
TXN002954,2026-07-29,P013,Coimbatore,ISSUE,296,MO01108
TXN002955,2025-11-15,P014,Coimbatore,ADJUSTMENT,27,ADJ00368
TXN002956,2026-04-08,P045,Chengalpattu,ADJUSTMENT,-88,ADJ00536
TXN002957,2025-11-14,P013,Chengalpattu,ISSUE,376,MO01725
TXN002958,2026-06-28,P036,Chennai,ISSUE,141,MO01185
TXN002959,2025-10-06,P022,Chengalpattu,ISSUE,285,MO00610
TXN002960,2025-03-08,P013,Hosur,ISSUE,945,MO02618
TXN002961,2026-03-19,P026,Chengalpattu,TRANSFER,897,TR00865
TXN002962,2025-07-05,P018,Chengalpattu,ISSUE,169,MO01708
TXN002963,2026-07-12,P045,Chennai,ISSUE,507,MO02569
TXN002964,2026-05-17,P009,Chennai,RECEIPT,106,PO01826
TXN002965,2026-04-28,P014,Chennai,ISSUE,704,MO01177
TXN002966,2025-07-07,P020,Chennai,RECEIPT,653,PO00131
TXN002967,2025-09-20,P007,Chengalpattu,ISSUE,538,MO02584
TXN002968,2025-10-22,P024,Hosur,ISSUE,915,MO01459
TXN002969,2026-01-11,P018,Chengalpattu,ISSUE,158,MO02252
TXN002970,2025-10-31,P002,Chennai,ISSUE,62,MO02618
TXN002971,2025-08-17,P027,Chengalpattu,RECEIPT,48,PO01855
TXN002972,2025-03-28,P016,Coimbatore,TRANSFER,181,TR00025
TXN002973,2026-02-01,P012,Chengalpattu,RECEIPT,938,PO00511
TXN002974,2025-11-07,P026,Hosur,RECEIPT,984,PO01298
TXN002975,2026-02-12,P014,Chennai,ISSUE,519,MO00269
TXN002976,2025-12-22,P026,Coimbatore,RECEIPT,90,PO01066
TXN002977,2025-10-15,P025,Coimbatore,TRANSFER,603,TR00481
TXN002978,2025-04-13,P017,Chennai,ISSUE,361,MO01448
TXN002979,2026-04-15,P024,Hosur,ISSUE,466,MO01328
TXN002980,2026-07-19,P021,Coimbatore,RECEIPT,930,PO00515
TXN002981,2025-11-04,P020,Hosur,ISSUE,925,MO01376
TXN002982,2025-11-21,P018,Hosur,RECEIPT,933,PO00667
TXN002983,2025-07-11,P007,Chennai,RECEIPT,213,PO01624
TXN002984,2025-08-04,P006,Coimbatore,ISSUE,177,MO01589
TXN002985,2026-03-26,P033,Chennai,RECEIPT,607,PO01471
TXN002986,2025-05-25,P004,Chengalpattu,TRANSFER,876,TR00962
TXN002987,2025-03-26,P025,Chennai,TRANSFER,457,TR00476
TXN002988,2025-10-03,P026,Coimbatore,RECEIPT,795,PO01800
TXN002989,2026-04-16,P001,Chennai,ISSUE,454,MO02055
TXN002990,2025-05-05,P028,Chengalpattu,RECEIPT,15,PO00960
TXN002991,2025-12-26,P005,Chennai,ISSUE,518,MO01344
TXN002992,2025-06-05,P009,Hosur,TRANSFER,630,TR00852
TXN002993,2026-02-03,P001,Coimbatore,RECEIPT,346,PO01219
TXN002994,2025-12-28,P010,Chennai,RECEIPT,482,PO01268
TXN002995,2025-06-20,P038,Coimbatore,ADJUSTMENT,49,ADJ00574
TXN002996,2025-01-01,P001,Hosur,TRANSFER,747,TR00905
TXN002997,2026-05-21,P007,Coimbatore,TRANSFER,130,TR00398
TXN002998,2025-01-16,P031,Chengalpattu,ISSUE,639,MO00885
TXN002999,2026-06-10,P044,Chengalpattu,ISSUE,508,MO01090
TXN003000,2025-06-08,P002,Coimbatore,ISSUE,161,MO01278
TXN003001,2026-07-03,P003,Chennai,ADJUSTMENT,75,ADJ00027
TXN003002,2025-04-06,P010,Chengalpattu,TRANSFER,215,TR00194
TXN003003,2025-02-08,P027,Hosur,ISSUE,864,MO00939
TXN003004,2026-07-09,P032,Hosur,ISSUE,484,MO01520
TXN003005,2025-05-18,P005,Chennai,RECEIPT,948,PO00457
TXN003006,2026-03-20,P003,Coimbatore,ISSUE,353,MO00996
TXN003007,2026-06-22,P002,Coimbatore,ISSUE,982,MO00453
TXN003008,2025-04-25,P012,Hosur,RECEIPT,51,PO01393
TXN003009,2025-07-29,P019,Coimbatore,RECEIPT,888,PO00998
TXN003010,2026-03-11,P025,Hosur,ISSUE,777,MO01251
TXN003011,2025-12-26,P023,Chengalpattu,ISSUE,329,MO01869
TXN003012,2025-09-30,P031,Hosur,ISSUE,119,MO02994
TXN003013,2025-04-02,P015,Hosur,TRANSFER,979,TR00161
TXN003014,2025-02-14,P018,Chennai,ISSUE,777,MO02022
TXN003015,2026-01-10,P008,Coimbatore,RECEIPT,547,PO01874
TXN003016,2025-02-05,P031,Chennai,RECEIPT,474,PO00223
TXN003017,2026-02-06,P004,Chennai,RECEIPT,257,PO00654
TXN003018,2026-03-20,P044,Hosur,RECEIPT,418,PO01316
TXN003019,2025-09-14,P039,Chennai,ISSUE,992,MO00100
TXN003020,2025-11-26,P040,Hosur,TRANSFER,120,TR00584
TXN003021,2025-05-03,P002,Hosur,ISSUE,244,MO02934
TXN003022,2025-08-13,P010,Hosur,TRANSFER,915,TR00615
TXN003023,2025-12-29,P017,Hosur,TRANSFER,997,TR00083
TXN003024,2025-01-22,P019,Chengalpattu,ISSUE,580,MO00185
TXN003025,2025-02-07,P010,Hosur,RECEIPT,123,PO01854
