supplier_id,supplier_code,component_id,performance_date,total_orders,on_time_orders,late_orders,ordered_quantity,received_quantity,defective_quantity,on_time_delivery_rate,fill_rate,defect_rate,average_delay_days,operational_score,risk_level
6,SUP006,10,2025-02-01,16,13,3,1327,1226,22,81.25,92.39,1.79,5.92,78.13,MEDIUM
6,SUP006,16,2025-02-01,10,8,2,3804,3460,108,80.0,90.96,3.12,5.58,75.13,MEDIUM
6,SUP006,11,2025-02-01,20,16,4,2028,1888,31,80.0,93.1,1.64,4.13,80.8,MEDIUM
6,SUP006,7,2025-02-01,15,12,3,1114,1004,12,80.0,90.13,1.2,5.66,78.65,MEDIUM
6,SUP006,1,2025-02-01,16,14,2,2183,2044,46,87.5,93.63,2.25,5.12,81.23,MEDIUM
6,SUP006,11,2025-03-01,9,8,1,1004,914,25,88.89,91.04,2.74,2.84,83.58,MEDIUM
6,SUP006,10,2025-03-01,17,15,2,4491,4246,61,88.24,94.54,1.44,5.89,82.22,MEDIUM
6,SUP006,7,2025-03-01,13,11,2,1253,1207,37,84.62,96.33,3.07,3.66,81.31,MEDIUM
6,SUP006,16,2025-03-01,6,5,1,2144,2055,33,83.33,95.85,1.61,4.1,82.93,MEDIUM
6,SUP006,2,2025-03-01,13,11,2,3045,2810,67,84.62,92.28,2.38,2.53,83.35,MEDIUM
6,SUP006,1,2025-03-01,10,8,2,2460,2299,29,80.0,93.46,1.26,4.25,81.47,MEDIUM
6,SUP006,1,2025-04-01,15,11,4,598,580,19,73.33,96.99,3.28,2.96,77.59,MEDIUM
6,SUP006,11,2025-04-01,16,13,3,4935,4585,133,81.25,92.91,2.9,3.3,79.98,MEDIUM
6,SUP006,10,2025-04-01,17,15,2,3423,3134,77,88.24,91.56,2.46,3.11,83.6,MEDIUM
6,SUP006,16,2025-04-01,20,16,4,2131,1959,60,80.0,91.93,3.06,4.27,77.45,MEDIUM
6,SUP006,2,2025-04-01,9,7,2,2989,2845,46,77.78,95.18,1.62,3.79,80.99,MEDIUM
6,SUP006,7,2025-04-01,6,5,1,914,833,20,83.33,91.14,2.4,5.38,78.25,MEDIUM
6,SUP006,16,2025-05-01,16,14,2,750,688,15,87.5,91.73,2.18,4.06,82.48,MEDIUM
6,SUP006,7,2025-05-01,12,10,2,3635,3445,49,83.33,94.77,1.42,3.25,84.31,MEDIUM
6,SUP006,10,2025-05-01,10,8,2,2912,2647,75,80.0,90.9,2.83,5.82,75.33,MEDIUM
6,SUP006,2,2025-05-01,13,11,2,2100,1998,47,84.62,95.14,2.35,5.29,79.99,MEDIUM
6,SUP006,1,2025-05-01,19,16,3,3947,3653,99,84.21,92.55,2.71,5.17,78.65,MEDIUM
6,SUP006,11,2025-05-01,6,5,1,4780,4442,104,83.33,92.93,2.34,5.53,78.59,MEDIUM
6,SUP006,11,2025-06-01,13,11,2,2430,2268,27,84.62,93.33,1.19,5.66,81.31,MEDIUM
6,SUP006,1,2025-06-01,18,14,4,1053,949,15,77.78,90.12,1.58,5.73,76.89,MEDIUM
6,SUP006,16,2025-06-01,19,15,4,3365,3110,96,78.95,92.42,3.09,3.41,78.4,MEDIUM
6,SUP006,2,2025-06-01,8,6,2,3859,3480,82,75.0,90.18,2.36,4.73,75.74,MEDIUM
6,SUP006,7,2025-06-01,8,6,2,4153,3995,43,75.0,96.2,1.08,4.67,79.89,MEDIUM
6,SUP006,10,2025-06-01,15,12,3,765,698,13,80.0,91.24,1.86,5.33,78.09,MEDIUM
6,SUP006,11,2025-07-01,17,13,4,4733,4525,122,76.47,95.61,2.7,4.67,77.09,MEDIUM
6,SUP006,7,2025-07-01,9,8,1,4586,4260,101,88.89,92.89,2.37,2.71,84.97,MEDIUM
6,SUP006,1,2025-07-01,18,14,4,2846,2687,61,77.78,94.41,2.27,3.95,79.25,MEDIUM
6,SUP006,10,2025-07-01,15,12,3,1352,1305,18,80.0,96.52,1.38,5.11,80.71,MEDIUM
6,SUP006,2,2025-07-01,17,15,2,3244,2920,77,88.24,90.01,2.64,5.47,79.32,MEDIUM
6,SUP006,16,2025-07-01,19,16,3,2835,2557,29,84.21,90.19,1.13,5.49,80.73,MEDIUM
6,SUP006,11,2025-08-01,7,6,1,4178,3811,132,85.71,91.22,3.46,5.9,76.31,MEDIUM
6,SUP006,2,2025-08-01,17,13,4,2180,2043,33,76.47,93.72,1.62,4.22,79.46,MEDIUM
6,SUP006,16,2025-08-01,18,16,2,2313,2187,59,88.89,94.55,2.7,3.44,83.64,MEDIUM
6,SUP006,7,2025-08-01,10,8,2,3934,3596,115,80.0,91.41,3.2,4.34,76.95,MEDIUM
6,SUP006,1,2025-08-01,17,14,3,4895,4590,63,82.35,93.77,1.37,2.79,84.45,MEDIUM
6,SUP006,10,2025-08-01,9,7,2,3117,2842,91,77.78,91.18,3.2,2.81,78.29,MEDIUM
6,SUP006,7,2025-09-01,16,14,2,4953,4733,164,87.5,95.56,3.47,5.24,79.1,MEDIUM
6,SUP006,2,2025-09-01,6,5,1,1666,1582,19,83.33,94.96,1.2,5.72,81.09,MEDIUM
6,SUP006,11,2025-09-01,18,14,4,849,789,27,77.78,92.93,3.42,4.02,76.47,MEDIUM
6,SUP006,1,2025-09-01,7,6,1,2164,2095,29,85.71,96.81,1.38,3.64,85.26,LOW
6,SUP006,16,2025-09-01,12,10,2,572,534,7,83.33,93.36,1.31,3.11,84.39,MEDIUM
6,SUP006,10,2025-09-01,17,14,3,3250,3027,50,82.35,93.14,1.65,3.37,82.87,MEDIUM
6,SUP006,11,2025-10-01,19,16,3,2612,2409,68,84.21,92.23,2.82,5.33,78.1,MEDIUM
6,SUP006,1,2025-10-01,15,12,3,1041,960,20,80.0,92.22,2.08,5.84,77.13,MEDIUM
6,SUP006,2,2025-10-01,20,17,3,3883,3685,71,85.0,94.9,1.93,5.91,80.01,MEDIUM
6,SUP006,7,2025-10-01,11,9,2,4470,4131,100,81.82,92.42,2.42,3.63,80.54,MEDIUM
6,SUP006,10,2025-10-01,7,6,1,1385,1316,15,85.71,95.02,1.14,4.03,84.72,MEDIUM
6,SUP006,16,2025-10-01,18,14,4,2567,2420,81,77.78,94.27,3.35,4.99,75.5,MEDIUM
6,SUP006,11,2025-11-01,7,6,1,3755,3525,111,85.71,93.87,3.15,4.32,79.98,MEDIUM
6,SUP006,7,2025-11-01,10,8,2,3112,2931,31,80.0,94.18,1.06,5.34,80.42,MEDIUM
6,SUP006,1,2025-11-01,9,7,2,1206,1163,15,77.78,96.43,1.29,4.64,80.68,MEDIUM
6,SUP006,16,2025-11-01,17,14,3,3971,3823,120,82.35,96.27,3.14,4.11,79.57,MEDIUM
6,SUP006,10,2025-11-01,12,11,1,3891,3636,71,91.67,93.45,1.95,4.41,84.51,MEDIUM
6,SUP006,2,2025-11-01,7,6,1,4640,4219,129,85.71,90.93,3.06,2.76,81.76,MEDIUM
6,SUP006,10,2025-12-01,7,6,1,2347,2139,25,85.71,91.14,1.17,5.46,81.54,MEDIUM
6,SUP006,11,2025-12-01,20,17,3,4780,4564,58,85.0,95.48,1.27,3.02,85.8,LOW
6,SUP006,1,2025-12-01,6,5,1,1938,1760,49,83.33,90.82,2.78,4.96,78.03,MEDIUM
6,SUP006,2,2025-12-01,15,11,4,1570,1439,24,73.33,91.66,1.67,3.6,78.51,MEDIUM
6,SUP006,7,2025-12-01,10,8,2,4364,4089,119,80.0,93.7,2.91,6.0,75.6,MEDIUM
6,SUP006,16,2025-12-01,9,7,2,4765,4563,91,77.78,95.76,1.99,2.86,81.77,MEDIUM
6,SUP006,10,2026-01-01,10,8,2,2639,2551,30,80.0,96.67,1.18,3.1,84.16,MEDIUM
6,SUP006,2,2026-01-01,18,14,4,3172,2925,49,77.78,92.21,1.68,2.76,81.67,MEDIUM
6,SUP006,7,2026-01-01,8,6,2,2475,2274,69,75.0,91.88,3.03,5.71,73.34,MEDIUM
6,SUP006,16,2026-01-01,14,12,2,3565,3349,83,85.71,93.94,2.48,3.49,82.58,MEDIUM
6,SUP006,1,2026-01-01,8,7,1,3340,3128,93,87.5,93.65,2.97,5.02,79.94,MEDIUM
6,SUP006,11,2026-01-01,15,12,3,1320,1273,31,80.0,96.44,2.44,2.85,81.96,MEDIUM
6,SUP006,11,2026-02-01,10,9,1,3316,3188,53,90.0,96.14,1.66,4.79,84.53,MEDIUM
6,SUP006,2,2026-02-01,9,7,2,1392,1268,18,77.78,91.09,1.42,4.13,79.85,MEDIUM
6,SUP006,10,2026-02-01,12,9,3,1114,1045,34,75.0,93.81,3.25,2.83,77.7,MEDIUM
6,SUP006,7,2026-02-01,6,5,1,2297,2160,75,83.33,94.04,3.47,3.86,79.11,MEDIUM
6,SUP006,16,2026-02-01,16,12,4,1022,944,16,75.0,92.37,1.69,3.64,79.24,MEDIUM
6,SUP006,1,2026-02-01,8,6,2,2701,2569,33,75.0,95.11,1.28,5.65,77.73,MEDIUM
6,SUP006,10,2026-03-01,15,13,2,4454,4228,88,86.67,94.93,2.08,4.79,82.05,MEDIUM
6,SUP006,7,2026-03-01,20,17,3,1923,1754,44,85.0,91.21,2.51,5.32,78.81,MEDIUM
6,SUP006,2,2026-03-01,12,9,3,3435,3323,50,75.0,96.74,1.5,3.58,80.81,MEDIUM
6,SUP006,11,2026-03-01,15,12,3,806,735,15,80.0,91.19,2.04,4.66,78.73,MEDIUM
6,SUP006,1,2026-03-01,11,9,2,2728,2555,42,81.82,93.66,1.64,5.91,78.99,MEDIUM
6,SUP006,16,2026-03-01,10,8,2,2947,2691,62,80.0,91.31,2.3,3.34,80.21,MEDIUM
6,SUP006,1,2026-04-01,16,12,4,4228,3956,45,75.0,93.57,1.14,5.51,77.85,MEDIUM
6,SUP006,2,2026-04-01,10,9,1,1240,1130,31,90.0,91.13,2.74,5.39,80.21,MEDIUM
6,SUP006,16,2026-04-01,6,5,1,3810,3605,97,83.33,94.62,2.69,5.02,79.08,MEDIUM
6,SUP006,10,2026-04-01,15,13,2,1786,1614,29,86.67,90.37,1.8,5.91,79.8,MEDIUM
6,SUP006,7,2026-04-01,17,14,3,731,694,13,82.35,94.94,1.87,4.49,81.19,MEDIUM
6,SUP006,11,2026-04-01,16,13,3,817,758,24,81.25,92.78,3.17,4.92,76.98,MEDIUM
6,SUP006,16,2026-05-01,16,13,3,2921,2682,55,81.25,91.82,2.05,3.86,80.56,MEDIUM
6,SUP006,2,2026-05-01,17,14,3,2261,2167,39,82.35,95.84,1.8,2.82,84.07,MEDIUM
6,SUP006,10,2026-05-01,12,10,2,4924,4523,77,83.33,91.86,1.7,3.33,82.9,MEDIUM
6,SUP006,11,2026-05-01,6,5,1,2700,2600,27,83.33,96.3,1.04,5.36,82.29,MEDIUM
6,SUP006,7,2026-05-01,8,7,1,2042,1957,59,87.5,95.84,3.01,5.9,79.08,MEDIUM
6,SUP006,1,2026-05-01,8,6,2,2589,2470,80,75.0,95.4,3.24,4.86,75.08,MEDIUM
6,SUP006,2,2026-06-01,9,8,1,3746,3506,94,88.89,93.59,2.68,3.41,83.48,MEDIUM
6,SUP006,16,2026-06-01,6,5,1,2055,1899,53,83.33,92.41,2.79,4.9,78.5,MEDIUM
6,SUP006,11,2026-06-01,10,8,2,4527,4346,118,80.0,96.0,2.72,5.9,76.72,MEDIUM
6,SUP006,1,2026-06-01,7,5,2,4668,4202,132,71.43,90.02,3.14,2.54,75.98,MEDIUM
6,SUP006,10,2026-06-01,6,5,1,4521,4118,78,83.33,91.09,1.89,4.0,81.32,MEDIUM
6,SUP006,7,2026-06-01,14,11,3,4517,4077,46,78.57,90.26,1.13,4.61,79.82,MEDIUM
6,SUP006,1,2026-07-01,6,5,1,3637,3508,51,83.33,96.45,1.45,5.86,80.75,MEDIUM
6,SUP006,11,2026-07-01,9,7,2,4129,3940,71,77.78,95.42,1.8,5.05,78.79,MEDIUM
6,SUP006,10,2026-07-01,10,9,1,4434,4053,43,90.0,91.41,1.06,3.1,87.08,LOW
6,SUP006,16,2026-07-01,16,14,2,3436,3214,100,87.5,93.54,3.11,5.44,79.0,MEDIUM
6,SUP006,2,2026-07-01,8,6,2,3812,3659,87,75.0,95.99,2.38,4.43,77.6,MEDIUM
6,SUP006,7,2026-07-01,6,5,1,505,466,12,83.33,92.28,2.58,5.32,78.27,MEDIUM
6,SUP006,7,2026-08-01,11,9,2,3150,2848,39,81.82,90.41,1.37,4.97,80.14,MEDIUM
6,SUP006,16,2026-08-01,20,16,4,2906,2635,35,80.0,90.67,1.33,3.41,81.9,MEDIUM
6,SUP006,2,2026-08-01,7,6,1,1645,1494,17,85.71,90.82,1.14,5.23,81.87,MEDIUM
6,SUP006,11,2026-08-01,15,13,2,2039,1898,62,86.67,93.08,3.27,3.93,80.51,MEDIUM
6,SUP006,1,2026-08-01,6,5,1,3935,3603,58,83.33,91.56,1.61,5.71,79.44,MEDIUM
6,SUP006,10,2026-08-01,10,9,1,4379,4200,74,90.0,95.91,1.76,3.89,85.62,LOW
7,SUP007,20,2025-01-01,10,10,0,4987,4959,57,100.0,99.44,1.15,0.0,97.56,LOW
7,SUP007,19,2025-01-01,15,14,1,1785,1750,15,93.33,98.04,0.86,1.49,92.89,LOW
7,SUP007,12,2025-01-01,18,17,1,1999,1995,28,94.44,99.8,1.4,1.81,92.21,LOW
7,SUP007,23,2025-01-01,7,6,1,3316,3211,45,85.71,96.83,1.4,2.2,87.39,LOW
7,SUP007,24,2025-01-01,13,13,0,880,846,9,100.0,96.14,1.06,0.0,96.91,LOW
7,SUP007,22,2025-01-01,14,13,1,4948,4856,20,92.86,98.14,0.41,0.94,94.44,LOW
7,SUP007,13,2025-01-01,10,9,1,1623,1585,22,90.0,97.66,1.39,1.52,90.36,LOW
7,SUP007,19,2025-02-01,8,7,1,4527,4404,31,87.5,97.28,0.7,1.06,91.32,LOW
7,SUP007,12,2025-02-01,9,8,1,3015,2945,40,88.89,97.68,1.36,1.24,90.4,LOW
7,SUP007,20,2025-02-01,20,19,1,2280,2207,23,95.0,96.8,1.04,1.08,93.5,LOW
7,SUP007,22,2025-02-01,9,9,0,3212,3130,18,100.0,97.45,0.58,0.0,98.21,LOW
7,SUP007,24,2025-02-01,7,7,0,4771,4701,30,100.0,98.53,0.64,0.0,98.36,LOW
7,SUP007,13,2025-02-01,15,14,1,1433,1421,13,93.33,99.16,0.91,1.72,92.71,LOW
7,SUP007,23,2025-02-01,8,7,1,2308,2273,14,87.5,98.48,0.62,0.73,92.29,LOW
7,SUP007,12,2025-03-01,15,14,1,1464,1433,19,93.33,97.88,1.33,1.67,91.65,LOW
7,SUP007,13,2025-03-01,18,17,1,4785,4780,35,94.44,99.9,0.73,1.32,94.31,LOW
7,SUP007,19,2025-03-01,14,13,1,3601,3515,20,92.86,97.61,0.57,1.42,93.28,LOW
7,SUP007,20,2025-03-01,11,11,0,1586,1585,17,100.0,99.94,1.07,0.0,97.84,LOW
7,SUP007,24,2025-03-01,17,16,1,4959,4874,37,94.12,98.29,0.76,1.26,93.81,LOW
7,SUP007,23,2025-03-01,16,15,1,945,939,13,93.75,99.37,1.38,2.49,90.84,LOW
7,SUP007,22,2025-03-01,18,17,1,4390,4389,57,94.44,99.98,1.3,2.46,91.48,LOW
7,SUP007,22,2025-04-01,6,5,1,3334,3260,45,83.33,97.78,1.38,1.73,87.42,LOW
7,SUP007,24,2025-04-01,15,14,1,1137,1115,8,93.33,98.07,0.72,2.31,91.95,LOW
7,SUP007,19,2025-04-01,18,17,1,1221,1214,10,94.44,99.43,0.82,0.74,94.88,LOW
7,SUP007,13,2025-04-01,8,7,1,4566,4550,51,87.5,99.65,1.12,1.46,90.48,LOW
7,SUP007,20,2025-04-01,8,7,1,3140,3104,38,87.5,98.85,1.22,1.62,89.83,LOW
7,SUP007,12,2025-04-01,15,14,1,2093,2051,28,93.33,97.99,1.37,1.26,92.21,LOW
7,SUP007,23,2025-04-01,13,12,1,1099,1068,4,92.31,97.18,0.37,0.7,94.42,LOW
7,SUP007,22,2025-05-01,15,14,1,826,816,6,93.33,98.79,0.74,2.33,92.07,LOW
7,SUP007,24,2025-05-01,14,13,1,3326,3258,29,92.86,97.96,0.89,1.71,92.29,LOW
7,SUP007,13,2025-05-01,9,8,1,1229,1224,16,88.89,99.59,1.31,1.84,90.08,LOW
7,SUP007,12,2025-05-01,10,9,1,1735,1675,9,90.0,96.54,0.54,1.32,92.08,LOW
7,SUP007,19,2025-05-01,13,12,1,645,622,5,92.31,96.43,0.8,1.61,92.01,LOW
7,SUP007,20,2025-05-01,15,14,1,3919,3868,53,93.33,98.7,1.37,1.57,91.91,LOW
7,SUP007,23,2025-05-01,17,16,1,3210,3127,35,94.12,97.41,1.12,0.97,93.31,LOW
7,SUP007,24,2025-06-01,14,13,1,4103,3966,16,92.86,96.66,0.4,1.79,92.82,LOW
7,SUP007,20,2025-06-01,20,19,1,604,592,2,95.0,98.01,0.34,0.79,95.64,LOW
7,SUP007,13,2025-06-01,8,8,0,4691,4517,53,100.0,96.29,1.17,0.0,96.73,LOW
7,SUP007,23,2025-06-01,10,9,1,2085,2028,17,90.0,97.27,0.84,1.73,91.05,LOW
7,SUP007,19,2025-06-01,6,6,0,2995,2982,29,100.0,99.57,0.97,0.0,97.95,LOW
7,SUP007,22,2025-06-01,7,6,1,4925,4871,16,85.71,98.9,0.33,1.53,91.06,LOW
7,SUP007,12,2025-06-01,15,14,1,4248,4102,55,93.33,96.56,1.34,0.86,92.5,LOW
7,SUP007,23,2025-07-01,10,9,1,1748,1718,13,90.0,98.28,0.76,1.13,92.36,LOW
7,SUP007,12,2025-07-01,7,7,0,1948,1895,7,100.0,97.28,0.37,0.0,98.58,LOW
7,SUP007,24,2025-07-01,9,8,1,1789,1743,20,88.89,97.43,1.15,0.74,91.51,LOW
7,SUP007,13,2025-07-01,20,18,2,2393,2341,34,90.0,97.83,1.45,1.03,91.01,LOW
7,SUP007,19,2025-07-01,16,15,1,3292,3208,12,93.75,97.45,0.37,0.95,94.69,LOW
7,SUP007,22,2025-07-01,18,17,1,4667,4563,16,94.44,97.77,0.35,2.3,93.07,LOW
7,SUP007,20,2025-07-01,16,14,2,2687,2660,13,87.5,99.0,0.49,1.07,92.17,LOW
7,SUP007,19,2025-08-01,13,12,1,4375,4325,32,92.31,98.86,0.74,1.41,93.04,LOW
7,SUP007,12,2025-08-01,13,12,1,1881,1849,9,92.31,98.3,0.49,2.07,92.42,LOW
7,SUP007,20,2025-08-01,10,9,1,1008,996,7,90.0,98.81,0.7,2.01,91.28,LOW
7,SUP007,13,2025-08-01,6,5,1,1931,1921,25,83.33,99.48,1.3,1.22,88.77,LOW
7,SUP007,24,2025-08-01,9,8,1,3205,3169,28,88.89,98.88,0.88,1.46,91.32,LOW
7,SUP007,23,2025-08-01,12,11,1,3065,2973,17,91.67,97.0,0.57,1.98,91.8,LOW
7,SUP007,22,2025-08-01,9,8,1,1174,1172,6,88.89,99.83,0.51,2.41,90.87,LOW
7,SUP007,19,2025-09-01,7,7,0,2316,2224,16,100.0,96.03,0.72,0.0,97.57,LOW
7,SUP007,23,2025-09-01,12,11,1,3444,3325,39,91.67,96.54,1.17,2.26,90.07,LOW
7,SUP007,22,2025-09-01,14,13,1,1036,1003,11,92.86,96.81,1.1,0.93,92.76,LOW
7,SUP007,20,2025-09-01,6,6,0,4207,4056,54,100.0,96.41,1.33,0.0,96.44,LOW
7,SUP007,13,2025-09-01,16,15,1,1449,1397,17,93.75,96.41,1.22,0.59,93.28,LOW
7,SUP007,24,2025-09-01,9,8,1,3866,3715,13,88.89,96.09,0.35,1.65,91.4,LOW
7,SUP007,12,2025-09-01,18,16,2,4052,3993,31,88.89,98.54,0.78,2.43,89.99,LOW
7,SUP007,12,2025-10-01,12,11,1,4872,4716,35,91.67,96.8,0.74,0.53,93.59,LOW
7,SUP007,19,2025-10-01,16,15,1,2891,2839,21,93.75,98.2,0.74,0.71,94.51,LOW
7,SUP007,13,2025-10-01,19,17,2,1896,1845,25,89.47,97.31,1.36,2.41,88.79,LOW
7,SUP007,20,2025-10-01,17,16,1,2337,2313,23,94.12,98.97,0.99,0.98,93.93,LOW
7,SUP007,22,2025-10-01,16,15,1,1351,1308,17,93.75,96.82,1.3,2.26,90.71,LOW
7,SUP007,23,2025-10-01,13,12,1,3002,2940,13,92.31,97.93,0.44,1.79,92.84,LOW
7,SUP007,24,2025-10-01,8,7,1,4699,4518,45,87.5,96.15,1.0,0.61,91.13,LOW
7,SUP007,20,2025-11-01,18,17,1,2856,2821,10,94.44,98.77,0.35,1.26,94.87,LOW
7,SUP007,12,2025-11-01,11,10,1,4850,4693,52,90.91,96.76,1.11,1.75,90.71,LOW
7,SUP007,13,2025-11-01,10,10,0,1261,1229,9,100.0,97.46,0.73,0.0,97.9,LOW
7,SUP007,19,2025-11-01,20,18,2,1650,1638,20,90.0,99.27,1.22,1.32,91.4,LOW
7,SUP007,22,2025-11-01,17,16,1,1090,1079,5,94.12,98.99,0.46,1.42,94.34,LOW
7,SUP007,23,2025-11-01,7,7,0,1646,1639,9,100.0,99.57,0.55,0.0,98.8,LOW
7,SUP007,24,2025-11-01,10,10,0,4732,4724,48,100.0,99.83,1.02,0.0,97.93,LOW
7,SUP007,23,2025-12-01,17,16,1,1126,1114,15,94.12,98.93,1.35,2.2,91.39,LOW
7,SUP007,20,2025-12-01,12,12,0,3061,3057,11,100.0,99.87,0.36,0.0,99.25,LOW
7,SUP007,24,2025-12-01,15,14,1,2822,2816,16,93.33,99.79,0.57,1.71,93.58,LOW
7,SUP007,12,2025-12-01,9,8,1,3320,3229,14,88.89,97.26,0.43,1.51,91.74,LOW
7,SUP007,22,2025-12-01,11,10,1,1100,1058,13,90.91,96.18,1.23,1.62,90.52,LOW
7,SUP007,13,2025-12-01,7,6,1,4239,4116,31,85.71,97.1,0.75,2.2,88.75,LOW
7,SUP007,19,2025-12-01,10,9,1,2036,1964,26,90.0,96.46,1.32,0.93,91.07,LOW
7,SUP007,13,2026-01-01,18,17,1,1866,1800,20,94.44,96.46,1.11,0.62,93.74,LOW
7,SUP007,22,2026-01-01,15,14,1,2618,2556,22,93.33,97.63,0.86,1.31,93.05,LOW
7,SUP007,24,2026-01-01,13,12,1,1897,1838,15,92.31,96.89,0.82,0.79,93.33,LOW
7,SUP007,23,2026-01-01,16,14,2,3818,3783,21,87.5,99.08,0.56,0.57,92.81,LOW
7,SUP007,20,2026-01-01,17,16,1,4129,4101,57,94.12,99.32,1.39,1.91,91.83,LOW
7,SUP007,19,2026-01-01,19,18,1,3268,3151,25,94.74,96.42,0.79,2.35,91.89,LOW
7,SUP007,12,2026-01-01,10,9,1,874,849,6,90.0,97.14,0.71,1.96,90.93,LOW
7,SUP007,24,2026-02-01,15,14,1,1989,1959,18,93.33,98.49,0.92,0.84,93.86,LOW
7,SUP007,19,2026-02-01,19,18,1,1509,1495,13,94.74,99.07,0.87,1.82,93.19,LOW
7,SUP007,23,2026-02-01,10,9,1,4921,4817,59,90.0,97.89,1.22,1.23,91.18,LOW
7,SUP007,22,2026-02-01,11,10,1,1469,1442,15,90.91,98.16,1.04,1.74,91.21,LOW
7,SUP007,12,2026-02-01,15,14,1,4052,4034,60,93.33,99.56,1.49,1.19,92.46,LOW
7,SUP007,20,2026-02-01,16,15,1,4977,4925,26,93.75,98.96,0.53,1.95,93.26,LOW
7,SUP007,13,2026-02-01,19,17,2,3908,3894,34,89.47,99.64,0.87,1.64,91.49,LOW
7,SUP007,22,2026-03-01,18,17,1,872,862,3,94.44,98.85,0.35,2.36,93.26,LOW
7,SUP007,23,2026-03-01,9,9,0,2883,2783,25,100.0,96.53,0.9,0.0,97.34,LOW
7,SUP007,13,2026-03-01,13,12,1,3610,3578,37,92.31,99.11,1.03,2.23,91.29,LOW
7,SUP007,20,2026-03-01,9,8,1,1953,1952,8,88.89,99.95,0.41,2.42,91.09,LOW
7,SUP007,24,2026-03-01,16,15,1,4214,4146,16,93.75,98.39,0.39,1.26,94.43,LOW
7,SUP007,19,2026-03-01,14,13,1,4586,4403,52,92.86,96.01,1.18,1.61,91.37,LOW
7,SUP007,12,2026-03-01,20,19,1,2043,1975,27,95.0,96.67,1.37,2.12,91.25,LOW
7,SUP007,12,2026-04-01,6,5,1,1574,1524,5,83.33,96.82,0.33,1.51,89.62,LOW
7,SUP007,19,2026-04-01,12,12,0,4456,4443,55,100.0,99.71,1.24,0.0,97.45,LOW
7,SUP007,22,2026-04-01,7,6,1,2968,2921,19,85.71,98.42,0.65,2.35,89.06,LOW
7,SUP007,13,2026-04-01,20,19,1,1570,1538,14,95.0,97.96,0.91,2.28,92.25,LOW
7,SUP007,23,2026-04-01,7,6,1,4613,4430,26,85.71,96.03,0.59,2.43,88.48,LOW
7,SUP007,24,2026-04-01,8,7,1,2157,2116,29,87.5,98.1,1.37,1.87,88.98,LOW
7,SUP007,20,2026-04-01,17,16,1,3590,3452,22,94.12,96.16,0.64,1.03,93.87,LOW
7,SUP007,22,2026-05-01,12,11,1,752,736,7,91.67,97.87,0.95,0.77,93.08,LOW
7,SUP007,12,2026-05-01,7,6,1,806,786,8,85.71,97.52,1.02,2.04,88.57,LOW
7,SUP007,24,2026-05-01,19,17,2,1288,1246,17,89.47,96.74,1.36,1.7,89.7,LOW
7,SUP007,20,2026-05-01,8,8,0,2589,2486,21,100.0,96.02,0.84,0.0,97.32,LOW
7,SUP007,23,2026-05-01,15,14,1,4711,4549,22,93.33,96.56,0.48,1.63,93.06,LOW
7,SUP007,13,2026-05-01,13,12,1,2643,2607,8,92.31,98.64,0.31,2.24,92.61,LOW
7,SUP007,19,2026-05-01,20,18,2,1922,1901,9,90.0,98.91,0.47,1.27,92.87,LOW
7,SUP007,13,2026-06-01,14,13,1,2334,2332,26,92.86,99.91,1.11,1.18,93.12,LOW
7,SUP007,23,2026-06-01,15,14,1,1697,1679,15,93.33,98.94,0.89,1.22,93.45,LOW
7,SUP007,12,2026-06-01,15,14,1,892,880,10,93.33,98.65,1.14,0.54,93.91,LOW
7,SUP007,20,2026-06-01,20,18,2,1759,1754,18,90.0,99.72,1.03,2.05,90.8,LOW
7,SUP007,22,2026-06-01,12,11,1,4970,4830,51,91.67,97.18,1.06,1.1,92.2,LOW
7,SUP007,24,2026-06-01,20,19,1,4623,4577,19,95.0,99.0,0.42,1.82,94.19,LOW
7,SUP007,19,2026-06-01,15,14,1,3136,3074,23,93.33,98.02,0.75,2.46,91.65,LOW
7,SUP007,23,2026-07-01,9,9,0,2398,2308,17,100.0,96.25,0.74,0.0,97.59,LOW
7,SUP007,24,2026-07-01,20,19,1,509,507,6,95.0,99.61,1.18,1.8,92.83,LOW
7,SUP007,13,2026-07-01,14,13,1,1280,1251,15,92.86,97.73,1.2,1.46,91.99,LOW
7,SUP007,12,2026-07-01,17,15,2,4139,4036,39,88.24,97.51,0.97,1.45,90.56,LOW
7,SUP007,20,2026-07-01,16,15,1,2967,2907,29,93.75,97.98,1.0,1.22,93.17,LOW
7,SUP007,22,2026-07-01,20,19,1,3556,3550,11,95.0,99.83,0.31,2.25,93.96,LOW
7,SUP007,19,2026-07-01,20,19,1,2533,2459,36,95.0,97.08,1.46,2.44,90.68,LOW
7,SUP007,22,2026-08-01,8,7,1,541,532,4,87.5,98.34,0.75,1.6,90.68,LOW
7,SUP007,23,2026-08-01,6,6,0,4742,4724,35,100.0,99.62,0.74,0.0,98.42,LOW
7,SUP007,24,2026-08-01,14,13,1,855,845,7,92.86,98.83,0.83,2.38,91.62,LOW
7,SUP007,19,2026-08-01,13,12,1,1631,1593,18,92.31,97.67,1.13,2.0,91.08,LOW
7,SUP007,20,2026-08-01,18,17,1,4804,4654,24,94.44,96.88,0.52,0.64,95.01,LOW
7,SUP007,12,2026-08-01,8,7,1,576,560,6,87.5,97.22,1.07,1.82,89.43,LOW
